Index,Value
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,14.342805827757699
11,12.390747321768217
12,10.77965670817229
13,9.280357872096657
14,7.679597437208615
15,5.909318941942777
16,3.8182485024145074
17,2.089661233185674
18,0.9999999999999998
19,0.0
20,20.994748970426503
21,18.7768177653204
22,15.723325068042215
23,13.45859631962626
24,11.476148167833133
25,9.394781036053471
26,7.023627760717913
27,4.179322466371348
28,1.9999999999999996
29,0.0
30,25.270039366990822
31,22.88771738952124
32,20.453338367342113
33,17.01258569125522
34,14.71216475663548
35,12.194021254171348
36,9.671148006462445
37,6.26898369955702
38,2.999999999999999
39,0.0
40,28.55722526690855
41,26.101232578012315
42,23.601626144231748
43,20.85142525009697
44,17.420412362877155
45,14.657820740095936
46,11.760809239648124
47,8.358644932742695
48,3.999999999999999
49,0.0
50,34.82188652993989
51,28.987325415414695
52,26.258093803549233
53,23.44727662783271
54,20.366615227808573
55,17.006090011687846
56,13.794348124663557
57,10.448306165928361
58,4.999999999999999
59,0.0
60,34.77844373318267
61,31.196513514261653
62,28.54144662584756
63,25.673507433571938
64,22.472706915447223
65,19.014363877486932
66,15.192352026834095
67,11.448306165928361
68,5.999999999999998
69,0.0
70,36.84176545649896
71,33.790565081199716
72,30.821916365812033
73,27.785915125442493
74,24.411546641708323
75,20.797293372616533
76,16.590355929004637
77,12.448306165928365
78,6.999999999999999
79,0.0
80,39.11488384551511
81,36.290447483961884
82,32.8421661417789
83,29.668475433143968
84,26.11346325075609
85,22.3800522860048
86,17.988359831175178
87,13.448306165928365
88,7.999999999999998
89,0.0
90,41.08407077068971
91,38.144254908035556
92,34.97393703501454
93,31.326803624062762
94,27.700137796113623
95,23.76264061765174
96,19.386363733345714
97,14.44830616592836
98,9.000000000000002
99,0.0
100,42.85615958727747
101,39.845716312460915
102,36.62676725006147
103,33.087749434485204
104,29.244539347920853
105,25.12377034324131
106,20.784367635516258
107,15.448306165928368
108,9.999999999999998
109,0.0
110,41.33025238005177
111,38.08962846360496
112,34.47557314691322
113,30.595626948985792
114,26.256827497801538
115,21.77314316588221
116,16.448306165928365
117,11.0
118,0.0
119,42.812314572558485
120,39.50151878772402
121,35.80977344325087
122,31.85810394737097
123,27.38988465236178
124,22.761918696248166
125,17.448306165928372
126,11.999999999999996
127,0.0
128,44.1808584985873
129,40.813301364717574
130,37.05641425014029
131,33.04375680922274
132,28.52294180692203
133,23.75069422661411
134,18.448306165928365
135,12.999999999999998
136,0.0
137,45.59555539281485
138,42.025124699367765
139,38.26069174162289
140,34.15258553454108
141,29.65599896148229
142,24.739469756980068
143,19.44830616592837
144,13.999999999999998
145,0.0
146,50.017926197549315
147,46.81428244200106
148,43.282186051027985
149,39.448388461116515
150,35.25265883004985
151,30.789056116042524
152,25.72824528734603
153,20.448306165928372
154,14.999999999999996
155,0.0
156,47.93054840096593
157,44.368488624398985
158,40.5306620632903
159,36.26519021233691
160,31.758124354673402
161,26.71702081771197
162,21.448306165928365
163,15.999999999999996
164,0.0
165,49.022044687248666
166,45.436535284988835
167,41.57606032797638
168,37.27772159462399
169,32.727192593304274
170,27.705796348077918
171,22.448306165928365
172,17.000000000000004
173,0.0
174,50.06759759873792
175,46.47014453161158
176,42.590163238983536
177,38.29025297691105
178,33.69626083193515
179,28.694571878443874
180,23.44830616592837
181,18.000000000000004
182,0.0
183,51.06661626201054
184,47.487181829243546
185,43.572970796311864
186,39.302784359198114
187,34.66532907056604
188,29.683347408809823
189,24.44830616592836
190,19.000000000000004
191,0.0
192,52.085965238925695
193,48.4973207541475
194,44.55201117988751
195,40.31531574148519
196,35.63439730919693
197,30.672122939175775
198,25.448306165928354
199,19.999999999999996
200,0.0
201,53.01618282377102
202,49.45037728482664
203,45.49539488128887
204,41.258404464912246
205,36.60346554782779
206,31.660898469541742
207,26.44830616592837
208,21.000000000000004
209,0.0
210,53.93981438780447
211,50.38736383370145
212,46.438778582690205
213,42.20149318833933
214,37.57253378645867
215,32.64967399990769
216,27.448306165928365
217,22.0
218,0.0
219,54.849144292891125
220,51.310939019481474
221,47.38216228409157
222,43.14458191176641
223,38.54160202508955
224,33.63844953027364
225,28.44830616592836
226,22.999999999999996
227,0.0
228,55.751627554987365
229,52.22110284216669
230,48.3255459854929
231,44.08767063519345
232,39.51067026372042
233,34.6272250606396
234,29.448306165928358
235,23.999999999999993
236,0.0
237,59.839814032823746
238,56.647519819250135
239,53.129575841045266
240,49.268929686894246
241,45.03075935862054
242,40.4797385023513
243,35.61600059100555
244,30.448306165928358
245,25.0
246,0.0
247,57.511086349182335
248,54.01013801099284
249,50.18154115061201
250,45.97384808204762
251,41.448806740982185
252,36.60477612137149
253,31.44830616592837
254,25.999999999999996
255,0.0
256,58.36738649543719
257,54.89070018094047
258,51.0941526143298
259,46.91693680547466
260,42.41787497961307
261,37.59355165173745
262,32.44830616592837
263,26.999999999999993
264,0.0
265,59.213814856209964
266,55.77126235088806
267,52.006764078047574
268,47.86002552890176
269,43.38694321824393
270,38.5823271821034
271,33.44830616592837
272,27.999999999999996
273,0.0
274,60.05200180848008
275,56.651824520835675
276,52.91937554176535
277,48.80311425232879
278,44.356011456874825
279,39.571102712469354
280,34.448306165928365
281,28.999999999999996
282,0.0
283,60.88746041867167
284,57.52706051342639
285,53.83198700548313
286,49.74620297575589
287,45.32507969550571
288,40.55987824283531
289,35.448306165928365
290,29.999999999999993
291,0.0
292,61.696267845367835
293,58.3857336532571
294,54.72621247534645
295,50.689291699182974
296,46.29414793413659
297,41.548653773201266
298,36.44830616592837
299,31.0
300,0.0
301,62.50432166514178
302,59.24440679308779
303,55.62043794520977
304,51.632380422610034
305,47.26321617276749
306,42.537429303567215
307,37.448306165928365
308,31.999999999999993
309,0.0
310,63.311621877993446
311,60.097665891435064
312,56.5146634150731
313,52.5754691460371
314,48.23228441139837
315,43.526204833933164
316,38.44830616592836
317,33.0
318,0.0
319,64.11603360770494
320,60.94763600625705
321,57.40888888493642
322,53.51855786946416
323,49.201352650029264
324,44.51498036429912
325,39.44830616592836
326,34.00000000000001
327,0.0
328,67.72673602388836
329,64.91196196238381
330,61.79492924066776
331,58.29511059353433
332,54.461646592891256
333,50.170420888660104
334,45.50375589466507
335,40.44830616592836
336,35.00000000000001
337,0.0
338,65.68779810860491
339,62.616492180752836
340,59.17672486329052
341,55.37801478772193
342,51.139489127290986
343,46.492531425031004
344,41.44830616592838
345,36.00000000000001
346,0.0
347,66.4672619826042
348,63.437239706005194
349,60.05833913304671
350,56.29438298255265
351,52.108557365921854
352,47.48130695539698
353,42.44830616592838
354,36.99999999999999
355,0.0
356,67.23872341131354
357,64.2571718164248
358,60.93241653138571
359,57.210751177383344
360,53.07762560455274
361,48.47008248576293
362,43.44830616592836
