Index,Value
0,12.60024110415262
1,12.60024110415262
2,11.820855122320989
3,11.234341320650637
4,11.234341320650637
5,10.434704660054074
6,9.837523590150756
7,9.837523590150756
8,9.032163077272076
9,8.432163077272076
10,8.432163077272076
11,7.626802564393396
12,7.026802564393397
13,7.026802564393397
14,6.221442051514717
15,5.621442051514718
16,5.621442051514718
17,4.816081538636038
18,4.216081538636038
19,4.216081538636038
20,3.4107210257573586
21,2.810721025757359
22,2.810721025757359
23,2.0053605128786796
24,1.4053605128786795
25,1.4053605128786795
26,0.6000000000000001
27,0.0
28,0.0
29,12.215272230963542
30,12.215272230963542
31,11.427436193531744
32,10.833705624162054
33,10.833705624162054
34,10.031438795602343
35,9.432163077272076
36,9.432163077272076
37,8.626802564393396
38,8.026802564393398
39,8.026802564393398
40,7.2214420515147175
41,6.621442051514718
42,6.621442051514718
43,5.816081538636038
44,5.216081538636038
45,5.216081538636038
46,4.410721025757359
47,3.810721025757359
48,3.810721025757359
49,3.0053605128786787
50,2.4053605128786795
51,2.4053605128786795
52,1.6000000000000003
53,1.0
54,0.0
55,13.19555127347887
56,13.19555127347887
57,12.416819706354687
58,11.82964889616726
59,11.82964889616726
60,11.029896491552796
61,10.432163077272076
62,10.432163077272076
63,9.626802564393396
64,9.026802564393398
65,9.026802564393398
66,8.221442051514718
67,7.621442051514718
68,7.621442051514718
69,6.8160815386360385
70,6.216081538636039
71,6.216081538636039
72,5.410721025757359
73,4.810721025757359
74,4.810721025757359
75,4.005360512878679
76,3.4053605128786795
77,3.4053605128786795
78,2.6
79,2.0
80,0.0
81,14.15733847421302
82,14.15733847421302
83,13.397161160653985
84,12.821026949156131
85,12.821026949156131
86,12.02667678287481
87,11.432163077272074
88,11.432163077272074
89,10.626802564393397
90,10.026802564393398
91,10.026802564393398
92,9.221442051514718
93,8.621442051514718
94,8.621442051514718
95,7.8160815386360385
96,7.216081538636037
97,7.216081538636037
98,6.4107210257573595
99,5.810721025757359
100,5.810721025757359
101,5.005360512878679
102,4.40536051287868
103,4.40536051287868
104,3.6
105,3.0000000000000004
106,0.0
107,13.787746720859657
108,13.787746720859657
109,13.013299911410229
110,12.42492026057473
111,12.42492026057473
112,11.625416355622429
113,11.026802564393398
114,11.026802564393398
115,10.221442051514718
116,9.621442051514718
117,9.621442051514718
118,8.816081538636038
119,8.216081538636038
120,8.216081538636038
121,7.410721025757358
122,6.810721025757356
123,6.810721025757356
124,6.005360512878679
125,5.405360512878679
126,5.405360512878679
127,4.6000000000000005
128,4.0
129,0.0
130,14.751881120360245
131,14.751881120360245
132,13.993581184504567
133,13.416740036776613
134,13.416740036776613
135,12.62236052244407
136,12.026802564393396
137,12.026802564393396
138,11.221442051514718
139,10.621442051514718
140,10.621442051514718
141,9.81608153863604
142,9.216081538636038
143,9.216081538636038
144,8.41072102575736
145,7.810721025757358
146,7.810721025757358
147,7.0053605128786804
148,6.405360512878679
149,6.405360512878679
150,5.6000000000000005
151,5.000000000000001
152,0.0
153,15.684795121227049
154,15.684795121227049
155,14.957787949647495
156,14.399965990492245
157,14.399965990492245
158,13.616006090619857
159,13.026802564393396
160,13.026802564393396
161,12.221442051514718
162,11.621442051514718
163,11.621442051514718
164,10.816081538636038
165,10.216081538636038
166,10.216081538636038
167,9.41072102575736
168,8.81072102575736
169,8.81072102575736
170,8.005360512878681
171,7.405360512878678
172,7.405360512878678
173,6.6000000000000005
174,6.000000000000001
175,0.0
176,15.341851262810332
177,15.341851262810332
178,14.591195485667523
179,14.01294047668372
180,14.01294047668372
181,13.218763793975151
182,12.621442051514718
183,12.621442051514718
184,11.816081538636036
185,11.21608153863604
186,11.21608153863604
187,10.41072102575736
188,9.81072102575736
189,9.81072102575736
190,9.00536051287868
191,8.40536051287868
192,8.40536051287868
193,7.6000000000000005
194,7.0
195,0.0
196,16.276814334306813
197,16.276814334306813
198,15.554365837044173
199,14.9962442326098
200,14.9962442326098
201,14.212636836834076
202,13.621442051514716
203,13.621442051514716
204,12.816081538636038
205,12.21608153863604
206,12.21608153863604
207,11.410721025757358
208,10.81072102575736
209,10.81072102575736
210,10.00536051287868
211,9.40536051287868
212,9.40536051287868
