Index,Value,Probs
0,9.504268927263666,0.019529224132937673
1,15.4717689823631,0.019498733547203388
2,22.20404395296094,0.019456126685813563
3,29.418973106866666,0.019401483207920366
4,36.86079483684569,0.019334905106065184
5,10.96560301379269,0.019316545668328126
6,17.341951841153207,0.019286387133212696
7,24.406227744767097,0.019244244271918346
8,31.868969760591973,0.01919019587608781
9,39.47272045744913,0.019124342827536476
10,12.588505961534812,0.019088995499665164
11,19.364162922175282,0.01905919223406168
12,26.740882032819606,0.019017545818423822
13,34.424918094196784,0.01896413411622363
14,42.159843603985905,0.018899056820882113
15,14.376328616253172,0.018847155811221414
16,21.53586717701191,0.018817730125070358
17,29.20057681510758,0.018776611330499984
18,37.07555219669986,0.01872387630452508
19,44.90813979908553,0.018659623477544428
20,16.329094447920987,0.01859163999717887
21,23.851052986655787,0.018562613242740694
22,31.774457876350226,0.018522051906408172
23,39.80639593445373,0.01847003182295433
24,47.70071358834191,0.01840665008833133
25,18.443074059578116,0.018323090073621266
26,26.29999103234367,0.01829448260078959
27,34.44817908900001,0.01825450715918035
28,42.59985674917698,0.018203238488159038
29,50.518040597210934,0.01814077228115977
30,20.710518208440014,0.018042173996604034
31,28.869173425177777,0.018014005112406094
32,37.20403186229569,0.01797464254472744
33,45.43552812653222,0.01792415988708484
34,53.338423904688206,0.01786265136581139
35,23.119582132426984,0.0177495829019446
36,31.541458883095295,0.017721870834351155
37,40.02128955954111,0.017683146611961038
38,48.290709623262444,0.01763348263482023
39,56.138663725838676,0.01757297160118733
40,25.654466408657314,0.017446028282646128
41,34.2964406368415,0.017418790148788183
42,42.87677405659866,0.01738072819078198
43,51.14114115343034,0.0173319135704828
44,58.89492566749976,0.017272437400817083
45,28.29579024675263,0.017132239120020498
46,37.1110428826252,0.01710549089888517
47,45.74563921032849,0.017068113533941474
48,53.96193428976569,0.017020176907107592
49,61.583777336659615,0.016961770492527287
50,31.021202039037096,0.01680895898461219
51,39.96033897808697,0.016782715494264817
52,48.602351844375,0.016746043428816162
53,56.72866763451509,0.016699011351533878
54,64.18334583911914,0.01664170704821188
