num_disc,first_sobol,total_sobol
5,0.0,0.9720267511820835
10,0.0,0.999726922673113
15,0.0,0.9988551617356055
10,0.0,1.0373037875311837
10,0.0,1.0360546962981896
10,0.0,0.9963829453579154
10,NaN,NaN
10,0.0,0.9797673415598869
10,0.0,0.929962958007493
10,0.0,0.9175863763595347
10,0.0,0.9629838250022695
10,0.0,0.9083647020861649
10,0.0,1.1054778598722055
10,0.0,1.0182466703794224
10,0.0,1.0018851850466315
10,0.0,0.9814196857543985
10,0.0,1.0133110934664475
10,0.0,0.9979572240371477
10,0.0,0.9840051535856645
10,0.0,1.046285428911452
10,0.0,0.993399708427117
10,0.0,0.9800637054490556
10,0.0,0.9720638859177348
10,0.0,0.9472852385659767
10,0.0,0.9571650134366663
10,0.0,1.0493412059901697
10,0.0,0.9447444901727164
10,0.0,1.0081180208291136
10,0.0,1.02328479629304
10,0.0,1.0156913672594678
10,0.0,0.9329277729682078
10,0.0,1.0271620884606985
10,0.0,0.9635101816186518
10,0.0,0.9570995255411346
10,0.0,1.0612826539248146
10,0.0,1.066649021798094
10,0.0,0.9827694924157551
10,0.0,1.02481425965028
